order_id,customer_id,order_date,order_status,shipping_cost
O17281,C00632,2023-06-19,shipped,12.78
O17282,C01951,2023-06-02,shipped,23.05
O17283,C01559,2023-12-20,Cancelled,5.77
O17284,C00982,2023-09-25,shipped,23.57
O17285,C01969,2023-08-18,Cancelled,20.38
O17286,C00529,2023-03-23,Pending,15.53
O17287,C01300,2023-07-08,Shipped,2.06
O17288,C01857,2023-02-02,shipped,22.66
O17289,C01184,2023-03-22,Shipped,21.94
O17290,C01484,2023-01-26,Pending,11.54
O17291,C01476,2023-09-24,shipped,14.43
O17292,C01534,2023-03-04,Shipped,16.6
O17293,C00944,2023-01-29,Shipped,27.13
O17294,C01785,2023-01-30,Pending,29.67
O17295,C00841,2023-05-19,Shipped,11.34
O17296,C01256,2023-01-06,Pending,19.36
O17297,C00642,2023-03-04,Pending,15.65
O17298,C00718,2023-05-20,Shipped,16.65
O17299,C01023,2023-02-10,shipped,16.44
O17300,C02039,2023-08-13,Shipped,26.93
O17301,C00346,2023-03-07,shipped,5.73
O17302,C01277,2023-07-24,Shipped,28.72
O17303,C01679,2023-09-19,Cancelled,12.57
O17304,C00225,2023-08-23,Cancelled,6.35
O17305,C00474,2023-03-05,Pending,1.25
O17306,C00252,2023-08-01,shipped,24.15
O17307,C00508,2023-01-30,shipped,7.61
O17308,C01151,2023-01-26,Pending,21.24
O17309,C00477,2023-11-09,shipped,25.23
O17310,C00788,2023-05-17,Shipped,3.77
O17311,C00451,2023-11-27,shipped,2.17
O17312,C01892,2023-03-16,Cancelled,1.9
O17313,C01229,2023-02-10,shipped,19.3
O17314,C00201,2023-06-21,Pending,13.37
O17315,C00315,2023-09-25,Cancelled,7.12
O17316,C01287,2023-08-12,Cancelled,1.54
O17317,C00781,2023-01-25,Pending,23.78
O17318,C01152,2023-05-08,Cancelled,14.74
O17319,C01316,2023-01-14,shipped,18.86
O17320,C01742,2023-10-28,Cancelled,19.56
O17321,C01826,2023-11-02,Pending,8.9
O17322,C01238,2023-09-16,Pending,14.32
O17323,C00078,2023-07-06,shipped,13.16
O17324,C00714,2023-09-07,shipped,0.74
O17325,C00484,2023-08-15,Pending,11.03
O17326,C01804,2023-03-23,shipped,29.81
O17327,C01986,2023-01-01,Shipped,9.66
O17328,C01696,2023-06-17,Cancelled,28.51
O17329,C00812,2023-02-21,Cancelled,5.71
O17330,C01279,2023-01-09,Cancelled,11.28
O17331,C01815,2023-08-02,Cancelled,24.09
O17332,C00205,2023-11-16,Cancelled,17.22
O17333,C01180,2023-07-30,Shipped,4.54
O17334,C01823,2023-03-01,Shipped,23.85
O17335,C01315,2023-07-21,Shipped,4.32
O17336,C00198,2023-06-24,Cancelled,1.04
O17337,C01553,2023-08-28,shipped,21.88
O17338,C01302,2023-10-14,Shipped,18.45
O17339,C00915,2023-03-29,Shipped,29.14
O17340,C01344,2023-11-11,shipped,3.52
O17341,C00764,2023-08-25,Pending,26.25
O17342,C00481,2023-06-30,Cancelled,12.59
O17343,C02036,2023-05-20,Cancelled,24.9
O17344,C01247,2023-10-18,Pending,18.27
O17345,C01389,2023-11-25,Cancelled,22.8
O17346,C01010,2023-03-05,Cancelled,3.62
O17347,C01024,2023-10-01,Shipped,28.7
O17348,C00295,2023-08-14,shipped,7.55
O17349,C00659,2023-10-17,Shipped,11.48
O17350,C01377,2023-01-23,Shipped,24.18
O17351,C01770,2023-11-18,Cancelled,23.71
O17352,C01672,2023-08-30,Pending,25.06
O17353,C02092,2023-03-25,Shipped,26.38
O17354,C01751,2023-02-02,Cancelled,25.97
O17355,C01383,2023-07-28,Shipped,15.99
O17356,C01304,2023-11-21,Pending,19.54
O17357,C02092,2023-01-04,Shipped,25.44
O17358,C00657,2023-08-20,Cancelled,23.56
O17359,C01825,2023-08-11,Shipped,19.19
O17360,C01953,2023-02-16,shipped,2.99
O17361,C00042,2023-09-28,Cancelled,16.93
O17362,C00356,2023-01-17,Pending,22.87
O17363,C00514,2023-12-15,Shipped,24.79
O17364,C01924,2023-03-24,shipped,0.64
O17365,C01786,2023-01-29,shipped,18.56
O17366,C01163,2023-04-10,Shipped,3.35
O17367,C00572,2023-05-09,Cancelled,0.76
O17368,C01567,2023-03-20,shipped,2.57
O17369,C02144,2023-08-08,Shipped,11.77
O17370,C00058,2023-05-12,Pending,14.08
O17371,C00932,2023-08-06,Shipped,5.37
O17372,C00187,2023-08-16,Shipped,7.33
O17373,C01028,2023-11-19,shipped,18.24
O17374,C00635,2023-08-24,Shipped,5.94
O17375,C01756,2023-02-21,Pending,25.59
O17376,C01139,2023-01-14,Shipped,3.2
O17377,C01030,2023-05-17,Shipped,26.4
O17378,C01888,2023-09-26,shipped,1.26
O17379,C00822,2023-04-05,Pending,2.13
O17380,C02103,2023-03-12,Shipped,29.46
O17381,C01636,2023-11-09,Cancelled,28.36
O17382,C01941,2023-04-06,Pending,13.34
O17383,C01526,2023-06-25,Cancelled,16.8
O17384,C00152,2023-03-25,shipped,27.58
O17385,C00402,2023-01-12,shipped,24.15
O17386,C00850,2023-06-22,Pending,26.04
O17387,C01003,2023-12-29,Pending,17.31
O17388,C00358,2023-11-27,Cancelled,15.48
O17389,C00392,2023-11-30,Shipped,25.94
O17390,C00978,2023-03-21,Pending,18.38
O17391,C01753,2023-12-22,shipped,1.06
O17392,C00196,2023-08-27,shipped,12.93
O17393,C02050,2023-08-03,Pending,7.81
O17394,C00303,2023-08-23,shipped,29.54
O17395,C00929,2023-03-07,Shipped,10.13
O17396,C00708,2023-12-22,Cancelled,2.86
O17397,C01896,2023-12-07,Shipped,14.03
O17398,C00937,2023-10-15,Pending,7.7
O17399,C00783,2023-10-06,Shipped,2.09
O17400,C00289,2023-01-26,shipped,29.54
O17401,C00656,2023-10-19,Shipped,22.12
O17402,C02097,2023-10-21,Pending,6.74
O17403,C00797,2023-04-16,Shipped,9.14
O17404,C00362,2023-04-07,Shipped,3.97
O17405,C01756,2023-02-22,shipped,16.22
O17406,C00358,2023-12-05,Pending,16.78
O17407,C01281,2023-10-25,Cancelled,0.25
O17408,C00322,2023-05-13,Cancelled,0.16
O17409,C00734,2023-03-10,Shipped,24.03
O17410,C01537,2023-01-19,Pending,27.64
O17411,C01552,2023-08-20,Cancelled,24.22
O17412,C01043,2023-02-28,Cancelled,21.72
O17413,C01580,2023-11-26,shipped,14.11
O17414,C01402,2023-08-15,Pending,27.35
O17415,C02196,2023-12-14,Cancelled,20.05
O17416,C01806,2023-01-27,shipped,4.54
O17417,C01373,2023-10-07,shipped,3.63
O17418,C01219,2023-05-26,Pending,12.22
O17419,C00376,2023-05-26,shipped,21.78
O17420,C00511,2023-07-27,shipped,28.91
O17421,C00899,2023-04-05,Shipped,25.47
O17422,C01608,2023-08-02,Shipped,2.64
O17423,C01287,2023-02-14,Cancelled,3.83
O17424,C01732,2023-05-17,shipped,17.26
O17425,C00196,2023-10-05,Shipped,27.61
O17426,C01959,2023-08-24,Pending,17.98
O17427,C00421,2023-03-27,shipped,2.42
O17428,C02022,2023-03-31,Shipped,17.9
O17429,C01068,2023-05-06,Shipped,16.86
O17430,C01086,2023-11-17,shipped,4.74
O17431,C01818,2023-06-11,Shipped,1.91
O17432,C00762,2023-06-28,Cancelled,6.43
O17433,C00093,2023-01-01,Cancelled,22.02
O17434,C01513,2023-05-31,shipped,26.42
O17435,C02056,2023-11-27,Shipped,21.21
O17436,C01374,2023-06-29,Pending,4.26
O17437,C00922,2023-03-10,Pending,9.98
O17438,C01765,2023-02-17,Pending,28.98
O17439,C01741,2023-08-08,Pending,24.28
O17440,C01841,2023-08-19,Cancelled,24.8
O17441,C01774,2023-04-10,Shipped,10.18
O17442,C01074,2023-08-20,Pending,15.22
O17443,C00451,2023-01-17,Cancelled,13.19
O17444,C01391,2023-05-31,shipped,7.75
O17445,C00766,2023-07-22,Cancelled,3.08
O17446,C01751,2023-11-13,Shipped,16.8
O17447,C01088,2023-09-01,shipped,25.56
O17448,C01054,2023-06-20,Shipped,12.95
O17449,C00837,2023-07-24,shipped,13.55
O17450,C01671,2023-08-29,Cancelled,20.97
O17451,C02072,2023-10-25,Cancelled,0.04
O17452,C01737,2023-08-27,Shipped,7.01
O17453,C00213,2023-11-07,Shipped,27.68
O17454,C00717,2023-04-11,Pending,4.8
O17455,C01274,2023-09-07,shipped,16.29
O17456,C00439,2023-02-19,Pending,20.87
O17457,C01901,2023-06-16,Pending,27.28
O17458,C00621,2023-05-07,Pending,29.4
O17459,C01625,2023-03-20,Shipped,22.24
O17460,C00471,2023-02-28,Cancelled,11.41
O17461,C01328,2023-04-24,shipped,28.25
O17462,C00826,2023-01-16,Cancelled,12.62
O17463,C01364,2023-11-28,Pending,14.85
O17464,C00360,2023-02-22,shipped,16.21
O17465,C00991,2023-11-20,shipped,22.69
O17466,C01655,2023-05-31,shipped,16.29
O17467,C01837,2023-12-23,Pending,19.77
O17468,C00703,2023-03-29,shipped,15.71
O17469,C01374,2023-10-25,shipped,4.01
O17470,C00902,2023-05-27,Shipped,17.7
O17471,C01285,2023-04-22,Pending,22.3
O17472,C01322,2023-03-31,Pending,5.78
O17473,C02143,2023-05-31,shipped,2.66
O17474,C00783,2023-03-07,Cancelled,17.87
O17475,C00952,2023-08-17,Shipped,9.2
O17476,C01820,2023-09-28,Pending,12.82
O17477,C00951,2023-06-10,Cancelled,28.19
O17478,C00943,2023-11-05,shipped,20.1
O17479,C01110,2023-11-04,Pending,11.38
O17480,C02058,2023-01-07,Pending,14.27
O17481,C00126,2023-02-14,Pending,0.35
O17482,C01135,2023-03-21,Pending,1.89
O17483,C02181,2023-05-15,Cancelled,28.04
O17484,C01000,2023-03-21,Cancelled,6.4
O17485,C01512,2023-10-05,Shipped,28.39
O17486,C00960,2023-05-09,Pending,28.06
O17487,C00289,2023-03-27,Pending,1.2
O17488,C00985,2023-02-01,Pending,24.87
O17489,C00335,2023-02-26,Pending,17.4
O17490,C00525,2023-02-08,Cancelled,12.17
O17491,C01149,2023-01-18,Shipped,6.27
O17492,C01263,2023-04-13,shipped,27.44
O17493,C00602,2023-04-04,Shipped,23.01
O17494,C00325,2023-09-23,Pending,10.76
O17495,C00894,2023-02-01,Pending,0.36
O17496,C01512,2023-07-16,shipped,18.75
O17497,C00293,2023-05-14,Cancelled,0.68
O17498,C02138,2023-12-14,Pending,19.05
O17499,C01780,2023-05-06,Cancelled,14.45
O17500,C01744,2023-12-03,shipped,25.72
O17501,C00743,2023-10-08,Pending,5.02
O17502,C01611,2023-11-18,shipped,0.63
O17503,C00085,2023-05-17,Cancelled,13.58
O17504,C00078,2023-08-06,Pending,26.02
O17505,C01372,2023-07-29,shipped,9.1
O17506,C00579,2023-03-27,Shipped,14.73
O17507,C02029,2023-05-01,shipped,22.02
O17508,C01652,2023-12-21,Cancelled,8.86
O17509,C01694,2023-03-22,Pending,11.79
O17510,C01038,2023-06-07,shipped,25.65
O17511,C01808,2023-12-08,Shipped,19.19
O17512,C00064,2023-07-04,shipped,12.16
O17513,C00957,2023-01-08,Pending,26.86
O17514,C01732,2023-07-12,Cancelled,3.34
O17515,C01623,2023-10-12,Pending,3.45
O17516,C00311,2023-07-09,Pending,17.63
O17517,C00045,2023-08-30,Shipped,18.73
O17518,C01561,2023-05-22,Cancelled,23.95
O17519,C01780,2023-09-22,Pending,21.98
O17520,C01983,2023-06-07,shipped,4.17
O17521,C00906,2023-10-08,Shipped,25.78
O17522,C01734,2023-04-21,shipped,23.3
O17523,C00318,2023-09-12,Cancelled,26.44
O17524,C00912,2023-10-10,shipped,25.84
O17525,C01131,2023-08-06,shipped,14.97
O17526,C00205,2023-04-16,Pending,13.63
O17527,C01341,2023-01-19,Pending,8.37
O17528,C00329,2023-01-10,Cancelled,11.84
O17529,C00395,2023-10-24,Shipped,20.43
O17530,C00908,2023-11-15,Shipped,28.64
O17531,C02073,2023-03-14,Pending,13.34
O17532,C00101,2023-08-04,Shipped,23.32
O17533,C02162,2023-05-20,Cancelled,10.78
O17534,C00828,2023-03-31,Shipped,5.31
O17535,C01328,2023-12-11,Pending,8.05
O17536,C02166,2023-09-16,Shipped,6.24
O17537,C01525,2023-12-20,Cancelled,29.93
O17538,C00468,2023-01-02,Cancelled,9.42
O17539,C01270,2023-12-21,Cancelled,25.78
O17540,C02093,2023-06-20,Pending,3.89
O17541,C01520,2023-03-27,Cancelled,21.66
O17542,C00972,2023-07-31,Cancelled,21.24
O17543,C01584,2023-05-06,Shipped,1.75
O17544,C02081,2023-01-16,Cancelled,28.2
O17545,C01602,2023-05-22,shipped,21.53
O17546,C00692,2023-01-05,Pending,24.47
O17547,C01705,2023-01-08,Pending,9.84
O17548,C01785,2023-03-14,shipped,15.1
O17549,C00154,2023-06-05,Shipped,21.97
O17550,C01410,2023-11-07,Pending,7.85
O17551,C02016,2023-10-17,shipped,0.91
O17552,C00303,2023-02-05,Pending,6.84
O17553,C00929,2023-04-13,shipped,27.55
O17554,C00607,2023-02-23,shipped,20.75
O17555,C01589,2023-08-08,Pending,2.69
O17556,C01770,2023-06-09,Pending,5.46
O17557,C00337,2023-09-20,Shipped,1.68
O17558,C01736,2023-07-08,Shipped,25.44
O17559,C00938,2023-04-03,Pending,9.04
O17560,C02101,2023-10-11,Shipped,27.15
O17561,C01179,2023-06-23,Shipped,12.11
O17562,C00315,2023-12-29,shipped,1.87
O17563,C01074,2023-03-07,shipped,20.73
O17564,C01893,2023-05-26,Shipped,18.41
O17565,C00895,2023-04-15,Pending,7.86
O17566,C00275,2023-11-23,shipped,15.25
O17567,C01517,2023-05-14,Shipped,13.23
O17568,C01700,2023-11-10,Cancelled,29.93
O17569,C01016,2023-10-30,shipped,24.42
O17570,C00160,2023-04-03,Pending,0.92
O17571,C01986,2023-10-24,shipped,27.31
O17572,C01214,2023-12-28,shipped,3.18
O17573,C02014,2023-09-05,Pending,11.71
O17574,C00402,2023-05-12,Shipped,20.24
O17575,C00402,2023-08-31,Cancelled,3.17
O17576,C01497,2023-03-11,shipped,15.22
O17577,C00472,2023-08-25,Cancelled,23.94
O17578,C00489,2023-10-20,Cancelled,13.63
O17579,C00981,2023-03-30,shipped,20.2
O17580,C00402,2023-05-21,Shipped,26.33
O17581,C01673,2023-10-02,Pending,25.11
O17582,C01791,2023-06-18,Cancelled,24.05
O17583,C00612,2023-04-02,Cancelled,27.47
O17584,C01408,2023-01-19,Shipped,10.46
O17585,C00451,2023-05-12,Cancelled,23.3
O17586,C00119,2023-12-24,Shipped,5.24
O17587,C01724,2023-02-23,Cancelled,15.31
O17588,C01410,2023-06-05,shipped,15.75
O17589,C01590,2023-09-02,shipped,5.34
O17590,C00934,2023-03-20,Shipped,3.2
O17591,C01943,2023-03-04,Pending,5.09
O17592,C00419,2023-01-05,Shipped,8.0
O17593,C01254,2023-12-01,Cancelled,1.32
O17594,C01631,2023-02-01,shipped,18.97
O17595,C00065,2023-01-19,Cancelled,5.48
O17596,C01491,2023-02-14,shipped,28.33
O17597,C00339,2023-02-01,Pending,24.71
O17598,C00046,2023-12-11,Pending,1.5
O17599,C02042,2023-01-28,shipped,28.75
O17600,C00245,2023-05-08,Shipped,27.73
O17601,C01754,2023-03-25,shipped,11.23
O17602,C01449,2023-04-06,Cancelled,27.08
O17603,C01253,2023-12-17,Pending,13.83
O17604,C00069,2023-08-31,Cancelled,22.84
O17605,C02181,2023-02-28,Cancelled,5.31
O17606,C01218,2023-02-17,shipped,20.68
O17607,C00428,2023-08-31,Shipped,0.16
O17608,C01837,2023-03-21,shipped,1.55
O17609,C00585,2023-04-17,Cancelled,16.6
O17610,C00170,2023-10-20,shipped,14.01
O17611,C00481,2023-12-09,Cancelled,29.56
O17612,C02174,2023-11-13,shipped,7.36
O17613,C01718,2023-08-14,shipped,16.75
O17614,C01842,2023-06-17,shipped,21.65
O17615,C01082,2023-05-05,shipped,24.77
O17616,C01683,2023-11-16,shipped,0.65
O17617,C00416,2023-05-20,shipped,25.08
O17618,C02161,2023-08-02,Shipped,5.76
O17619,C02074,2023-07-29,shipped,22.69
O17620,C01196,2023-08-01,Pending,24.22
O17621,C01927,2023-02-27,shipped,5.31
O17622,C00084,2023-07-13,Cancelled,16.86
O17623,C00548,2023-08-26,shipped,28.81
O17624,C01554,2023-03-17,Pending,16.37
O17625,C01195,2023-05-29,Pending,21.94
O17626,C01969,2023-03-18,shipped,11.03
O17627,C00935,2023-09-26,Pending,23.12
O17628,C00794,2023-10-22,Pending,8.96
O17629,C01590,2023-08-16,Shipped,29.58
O17630,C01166,2023-03-24,Cancelled,4.51
O17631,C00270,2023-05-09,Shipped,17.86
O17632,C00792,2023-07-24,Cancelled,9.98
O17633,C00577,2023-04-15,shipped,10.81
O17634,C00179,2023-11-25,Pending,14.64
O17635,C00705,2023-06-02,Shipped,0.28
O17636,C01064,2023-09-26,shipped,7.31
O17637,C01607,2023-11-26,Cancelled,28.44
O17638,C01094,2023-06-04,Cancelled,7.3
O17639,C01143,2023-08-06,Cancelled,23.54
O17640,C00577,2023-02-26,Cancelled,7.6
O17641,C01574,2023-06-04,Shipped,22.04
O17642,C01316,2023-10-08,Pending,27.69
O17643,C01863,2023-09-04,Pending,15.31
O17644,C01019,2023-09-06,shipped,7.86
O17645,C01645,2023-08-14,Pending,18.69
O17646,C00224,2023-11-25,shipped,19.3
O17647,C01638,2023-02-22,Shipped,28.8
O17648,C01306,2023-01-03,Pending,3.45
O17649,C01983,2023-12-09,shipped,19.14
O17650,C01491,2023-12-14,Shipped,2.13
O17651,C01904,2023-07-17,shipped,3.78
O17652,C02138,2023-04-04,Pending,0.69
O17653,C00840,2023-12-20,Pending,26.47
O17654,C02195,2023-10-28,Pending,23.73
O17655,C01532,2023-07-19,Cancelled,17.48
O17656,C02062,2023-07-27,shipped,6.67
O17657,C01745,2023-07-24,Shipped,20.2
O17658,C00452,2023-09-07,Shipped,23.44
O17659,C01891,2023-01-17,Pending,21.47
O17660,C00015,2023-07-22,Cancelled,16.54
O17661,C00500,2023-05-27,shipped,17.93
O17662,C01191,2023-10-28,Shipped,24.58
O17663,C01849,2023-06-11,Cancelled,5.12
O17664,C00317,2023-06-21,Shipped,3.26
O17665,C00590,2023-12-04,Pending,22.02
O17666,C00180,2023-04-05,Pending,20.01
O17667,C01866,2023-08-20,shipped,0.23
O17668,C00543,2023-07-17,Shipped,5.44
O17669,C02192,2023-01-25,shipped,25.12
O17670,C01189,2023-09-16,Pending,22.5
O17671,C01009,2023-05-17,Cancelled,2.18
O17672,C01733,2023-12-31,Cancelled,9.87
O17673,C01362,2023-08-16,Shipped,25.18
O17674,C01932,2023-08-25,shipped,12.05
O17675,C01978,2023-10-07,Pending,14.59
O17676,C01305,2023-08-07,shipped,25.75
O17677,C00634,2023-10-04,shipped,28.07
O17678,C01539,2023-01-13,shipped,3.91
O17679,C01983,2023-09-25,Shipped,22.55
O17680,C02110,2023-11-12,Cancelled,5.52
O17681,C01225,2023-06-05,Pending,5.91
O17682,C00705,2023-04-01,Shipped,17.81
O17683,C00568,2023-03-30,Shipped,2.35
O17684,C01100,2023-01-05,Cancelled,25.04
O17685,C00604,2023-07-06,Shipped,19.3
O17686,C01029,2023-04-27,Cancelled,25.66
O17687,C02009,2023-02-26,shipped,28.96
O17688,C01103,2023-01-03,Cancelled,3.24
O17689,C01894,2023-01-29,Pending,21.09
O17690,C00645,2023-12-24,Pending,6.22
O17691,C00576,2023-10-15,Pending,20.5
O17692,C01651,2023-09-12,Pending,9.05
O17693,C00483,2023-04-21,shipped,20.35
O17694,C01415,2023-03-07,shipped,19.56
O17695,C01821,2023-06-06,Pending,27.36
O17696,C01743,2023-04-13,Shipped,1.98
O17697,C01000,2023-03-16,Shipped,22.4
O17698,C00046,2023-12-12,Cancelled,7.2
O17699,C01237,2023-12-28,shipped,9.46
O17700,C01763,2023-04-24,Shipped,1.04
O17701,C01537,2023-07-07,Cancelled,6.33
O17702,C00836,2023-12-26,shipped,16.6
O17703,C00930,2023-02-15,Pending,10.29
O17704,C01357,2023-01-28,Cancelled,18.5
O17705,C01399,2023-12-08,Pending,18.39
O17706,C00754,2023-11-01,Pending,11.47
O17707,C01986,2023-07-16,Cancelled,5.57
O17708,C01818,2023-08-10,Pending,14.69
O17709,C00238,2023-10-23,shipped,24.9
O17710,C01532,2023-06-20,Shipped,9.02
O17711,C00389,2023-01-20,Shipped,27.79
O17712,C00986,2023-08-27,shipped,21.06
O17713,C00233,2023-10-18,Shipped,22.69
O17714,C00830,2023-02-25,Cancelled,6.68
O17715,C00964,2023-09-22,Pending,25.21
O17716,C00128,2023-10-18,Pending,19.2
O17717,C00250,2023-07-24,shipped,19.68
O17718,C01987,2023-01-12,shipped,26.26
O17719,C00556,2023-06-13,Shipped,26.03
O17720,C01954,2023-03-04,Cancelled,18.22
O17721,C00898,2023-02-16,Cancelled,5.27
O17722,C00959,2023-06-19,Pending,8.23
O17723,C01241,2023-08-25,shipped,1.31
O17724,C00758,2023-02-03,shipped,3.45
O17725,C02037,2023-08-17,Cancelled,2.07
O17726,C00035,2023-01-27,Pending,22.59
O17727,C00304,2023-01-25,Cancelled,17.32
O17728,C02009,2023-05-06,Cancelled,13.38
O17729,C01039,2023-10-29,Cancelled,0.09
O17730,C01567,2023-06-12,Shipped,15.52
O17731,C01873,2023-04-05,Pending,28.78
O17732,C00889,2023-10-27,Pending,22.7
O17733,C00638,2023-05-11,Pending,22.62
O17734,C01860,2023-07-06,Shipped,13.14
O17735,C01790,2023-07-22,Pending,7.64
O17736,C00604,2023-03-08,Pending,11.39
O17737,C00707,2023-03-06,Cancelled,27.32
O17738,C00755,2023-12-23,shipped,1.05
O17739,C01312,2023-07-17,shipped,5.68
O17740,C00599,2023-03-22,shipped,0.69
O17741,C01641,2023-12-06,Cancelled,14.72
O17742,C00425,2023-08-26,Cancelled,22.43
O17743,C01485,2023-04-02,Shipped,25.0
O17744,C01689,2023-11-12,Shipped,17.3
O17745,C01148,2023-07-26,Pending,20.46
O17746,C01272,2023-01-10,Shipped,18.29
O17747,C00617,2023-05-23,Pending,18.86
O17748,C01952,2023-09-09,Pending,18.41
O17749,C02031,2023-08-14,shipped,14.48
O17750,C02012,2023-07-05,shipped,15.27
O17751,C01070,2023-11-25,Shipped,2.64
O17752,C00591,2023-04-10,Cancelled,4.29
O17753,C00031,2023-07-09,Cancelled,15.09
O17754,C00427,2023-07-17,Cancelled,13.34
O17755,C01906,2023-02-22,Shipped,11.74
O17756,C01345,2023-05-10,Pending,16.31
O17757,C00642,2023-05-22,Cancelled,1.98
O17758,C01370,2023-01-19,Pending,21.41
O17759,C01251,2023-05-18,shipped,12.99
O17760,C01937,2023-05-12,shipped,18.85
O17761,C02166,2023-02-05,Shipped,27.04
O17762,C01660,2023-11-11,Cancelled,14.47
O17763,C01030,2023-06-02,Shipped,28.51
O17764,C02070,2023-01-09,shipped,4.05
O17765,C01313,2023-08-08,Cancelled,6.53
O17766,C01566,2023-12-01,shipped,25.34
O17767,C00685,2023-01-06,shipped,27.13
O17768,C00233,2023-10-27,Shipped,6.2
O17769,C00080,2023-03-08,shipped,10.15
O17770,C02021,2023-06-17,Pending,29.02
O17771,C00797,2023-02-24,Shipped,26.56
O17772,C00745,2023-12-24,Shipped,23.52
O17773,C00238,2023-10-30,Shipped,1.39
O17774,C00002,2023-07-06,shipped,19.96
O17775,C01580,2023-02-05,shipped,21.06
O17776,C01432,2023-10-05,shipped,29.23
O17777,C00705,2023-06-15,Shipped,4.32
O17778,C01253,2023-11-28,Cancelled,11.12
O17779,C02051,2023-04-16,Pending,25.38
O17780,C00404,2023-02-27,shipped,26.54
O17781,C01483,2023-09-07,Cancelled,20.02
O17782,C00656,2023-11-27,shipped,26.34
O17783,C02074,2023-03-04,Pending,6.94
O17784,C02146,2023-08-20,Pending,26.74
O17785,C00741,2023-11-07,shipped,16.34
O17786,C01510,2023-08-19,Pending,4.25
O17787,C00467,2023-09-13,Pending,24.37
O17788,C00347,2023-05-25,Cancelled,8.95
O17789,C00470,2023-10-10,Pending,29.81
O17790,C01918,2023-06-24,Cancelled,16.6
O17791,C01024,2023-09-26,Pending,4.51
O17792,C00799,2023-12-26,Cancelled,28.81
O17793,C00248,2023-05-26,Pending,21.56
O17794,C00082,2023-12-23,Shipped,2.79
O17795,C00275,2023-10-13,shipped,2.2
O17796,C01642,2023-03-01,Cancelled,27.44
O17797,C02148,2023-02-21,Cancelled,27.23
O17798,C00291,2023-04-14,Pending,13.07
O17799,C00879,2023-07-19,Shipped,10.36
O17800,C00501,2023-08-22,Pending,8.49
O17801,C00998,2023-04-17,Cancelled,5.48
O17802,C01358,2023-06-21,Cancelled,20.97
O17803,C01572,2023-03-20,shipped,13.29
O17804,C01388,2023-09-17,Shipped,16.64
O17805,C00662,2023-12-07,Cancelled,11.75
O17806,C00827,2023-06-21,Cancelled,4.88
O17807,C00269,2023-07-14,Shipped,17.24
O17808,C01984,2023-02-21,Shipped,16.24
O17809,C01489,2023-09-22,Cancelled,6.38
O17810,C01810,2023-05-17,Cancelled,22.23
O17811,C01134,2023-03-07,shipped,17.51
O17812,C00923,2023-06-15,Shipped,7.09
O17813,C01253,2023-09-15,shipped,16.23
O17814,C01713,2023-03-28,Cancelled,23.94
O17815,C01198,2023-11-11,shipped,29.78
O17816,C01917,2023-09-29,Shipped,9.03
O17817,C01540,2023-09-20,shipped,29.58
O17818,C00953,2023-10-10,Cancelled,13.25
O17819,C01771,2023-11-05,Shipped,27.22
O17820,C01420,2023-05-22,Pending,27.54
O17821,C00505,2023-07-21,Cancelled,29.68
O17822,C00676,2023-10-09,Pending,11.15
O17823,C00019,2023-11-29,shipped,24.92
O17824,C00316,2023-04-17,Pending,20.32
O17825,C00138,2023-09-29,shipped,14.87
O17826,C01168,2023-10-05,Pending,22.54
O17827,C01324,2023-12-18,Shipped,9.85
O17828,C01078,2023-08-20,shipped,29.77
O17829,C00265,2023-01-02,shipped,21.76
O17830,C01955,2023-09-02,shipped,17.47
O17831,C00421,2023-10-13,Pending,18.47
O17832,C01330,2023-08-01,Pending,1.86
O17833,C00848,2023-05-30,shipped,14.05
O17834,C00440,2023-08-08,Pending,22.38
O17835,C00327,2023-08-14,Pending,12.92
O17836,C01882,2023-12-28,Shipped,26.29
O17837,C01775,2023-09-11,shipped,21.12
O17838,C01763,2023-11-13,Shipped,1.67
O17839,C00667,2023-06-18,Cancelled,5.44
O17840,C01158,2023-09-12,Shipped,1.34
O17841,C01493,2023-06-08,Cancelled,15.45
O17842,C02170,2023-05-26,Cancelled,12.37
O17843,C01378,2023-02-27,Pending,7.23
O17844,C01058,2023-04-29,Cancelled,6.83
O17845,C01254,2023-11-28,Pending,16.25
O17846,C01793,2023-08-24,Cancelled,26.36
O17847,C01112,2023-03-14,Pending,16.58
O17848,C01804,2023-09-26,Cancelled,15.11
O17849,C00445,2023-03-27,Pending,7.21
O17850,C01521,2023-10-05,Shipped,14.32
O17851,C01963,2023-07-01,Pending,23.11
O17852,C00004,2023-01-01,shipped,8.88
O17853,C01758,2023-04-14,Shipped,5.49
O17854,C00815,2023-12-04,Shipped,7.15
O17855,C02055,2023-01-13,Cancelled,15.34
O17856,C01765,2023-05-01,Shipped,25.6
O17857,C00598,2023-01-20,Shipped,11.23
O17858,C00961,2023-12-08,Pending,8.65
O17859,C01468,2023-03-29,Shipped,0.6
O17860,C01678,2023-04-13,shipped,0.41
O17861,C00325,2023-12-01,shipped,12.95
O17862,C00211,2023-01-15,shipped,28.8
O17863,C00968,2023-04-14,Pending,26.8
O17864,C01957,2023-09-14,Pending,19.15
O17865,C01133,2023-06-06,shipped,6.38
O17866,C01130,2023-09-14,shipped,23.89
O17867,C01023,2023-03-29,Pending,29.97
O17868,C00213,2023-01-20,Pending,4.23
O17869,C00278,2023-01-24,Pending,0.51
