order_id,product_id,quantity,discount
O17201,P398,2,4.8
O17201,P241,4,9.09
O17202,P286,8,16.39
O17202,P133,1,13.74
O17203,P209,8,9.71
O17203,P120,4,17.79
O17203,P312,5,12.77
O17203,P160,8,17.01
O17204,P173,6,9.65
O17204,P324,4,5.79
O17204,P179,5,8.55
O17204,P139,3,19.9
O17205,P195,2,3.47
O17206,P286,4,3.17
O17207,P228,6,12.28
O17207,P358,5,6.62
O17208,P369,6,14.72
O17208,P369,4,14.71
O17209,P102,2,6.0
O17209,P267,8,17.34
O17209,P303,2,10.0
O17210,P272,6,11.12
O17210,P255,8,12.92
O17211,P216,8,6.22
O17211,P198,1,18.3
O17212,P272,7,17.14
O17212,P276,1,6.67
O17213,P198,2,18.22
O17213,P160,5,10.3
O17213,P282,6,15.11
O17213,P390,7,17.08
O17214,P189,8,15.34
O17214,P363,1,7.03
O17214,P325,5,17.26
O17215,P103,8,2.04
O17215,P279,2,9.2
O17215,P294,6,11.82
O17215,P189,4,18.74
O17215,P356,4,14.49
O17216,P328,1,1.04
O17216,P243,8,12.67
O17216,P155,4,11.94
O17216,P317,1,12.19
O17216,P163,5,12.71
O17217,P111,5,19.28
O17218,P186,6,18.6
O17218,P222,5,4.51
O17218,P209,4,6.71
O17219,P245,1,18.04
O17219,P226,7,17.16
O17219,P112,8,16.87
O17219,P232,6,15.58
O17219,P351,5,10.83
O17220,P169,7,2.79
O17220,P116,1,4.08
O17220,P173,4,5.56
O17220,P195,5,13.4
O17220,P366,5,12.73
O17221,P263,8,6.11
O17221,P194,3,14.79
O17221,P282,7,2.54
O17221,P166,2,16.07
O17221,P352,3,12.14
O17222,P159,3,9.61
O17222,P257,3,11.98
O17222,P162,7,2.99
O17222,P312,7,13.57
O17223,P399,4,1.31
O17223,P322,2,11.41
O17223,P303,6,8.87
O17223,P261,2,18.21
O17223,P218,1,13.41
O17224,P308,6,0.14
O17224,P330,3,5.97
O17225,P252,2,0.28
O17225,P221,7,18.15
O17225,P199,7,4.18
O17225,P145,3,18.05
O17225,P245,5,2.93
O17226,P135,4,17.63
O17226,P187,6,14.47
O17226,P366,8,3.83
O17226,P176,3,15.63
O17227,P322,3,19.46
O17228,P381,5,1.76
O17228,P314,3,1.14
O17228,P287,8,17.9
O17228,P270,5,8.05
O17229,P118,5,8.86
O17229,P399,2,16.29
O17229,P365,5,18.78
O17229,P364,2,6.61
O17229,P185,6,8.94
O17230,P256,5,14.96
O17230,P245,5,5.1
O17231,P255,4,19.76
O17231,P141,4,16.91
O17231,P108,5,3.48
O17232,P304,3,19.63
O17232,P329,6,13.87
O17232,P390,6,6.89
O17232,P195,4,2.4
O17232,P117,1,4.01
O17233,P130,6,8.89
O17233,P106,8,9.78
O17233,P108,2,0.56
O17233,P352,6,15.05
O17233,P272,6,11.05
O17234,P304,1,3.81
O17234,P149,3,2.03
O17234,P161,2,4.23
O17234,P182,7,1.55
O17234,P222,5,13.68
O17235,P240,8,19.46
O17235,P165,2,12.56
O17235,P265,3,5.16
O17235,P212,4,2.66
O17235,P217,2,7.54
O17236,P110,3,14.69
O17236,P212,6,14.73
O17237,P329,2,17.69
O17237,P342,6,12.33
O17237,P351,7,5.76
O17238,P359,1,1.94
O17239,P248,7,13.69
O17239,P209,7,6.47
O17239,P346,6,10.77
O17239,P177,7,7.89
O17240,P345,7,19.34
O17241,P182,4,8.66
O17241,P269,8,7.67
O17241,P364,3,2.04
O17241,P349,4,15.78
O17241,P110,5,2.81
O17242,P362,6,5.5
O17242,P100,3,1.87
O17243,P110,2,8.0
O17243,P278,1,9.05
O17243,P328,1,6.8
O17243,P286,5,10.32
O17243,P216,4,17.77
O17244,P200,4,2.68
O17244,P243,2,17.18
O17244,P262,7,8.12
O17244,P176,6,15.44
O17245,P120,6,9.18
O17245,P106,3,16.47
O17245,P133,5,3.0
O17246,P362,6,3.99
O17246,P266,5,13.51
O17246,P228,7,5.37
O17246,P266,7,18.53
O17247,P342,4,13.95
O17247,P178,7,9.67
O17247,P206,7,2.66
O17247,P167,8,18.62
O17247,P145,4,3.04
O17248,P371,5,18.71
O17248,P268,2,13.9
O17249,P102,3,3.76
O17249,P235,2,1.48
O17250,P246,5,13.73
O17250,P385,4,12.0
O17250,P243,2,19.48
O17250,P221,3,9.25
O17251,P209,2,15.93
O17251,P161,8,11.14
O17251,P166,3,3.19
O17251,P269,3,4.9
O17251,P393,3,7.96
O17252,P140,8,4.53
O17252,P296,7,12.09
O17252,P318,2,3.47
O17253,P179,5,6.73
O17253,P147,1,12.05
O17254,P166,4,3.83
O17255,P253,5,4.95
O17255,P169,6,4.3
O17255,P337,4,18.0
O17256,P280,6,15.9
O17256,P279,3,10.11
O17256,P366,3,9.6
O17256,P318,1,16.57
O17257,P351,2,11.9
O17258,P160,4,19.92
O17259,P154,1,13.28
O17259,P214,1,14.03
O17259,P244,5,9.14
O17260,P284,3,19.13
O17260,P132,3,8.0
O17260,P339,7,9.85
O17261,P348,6,12.84
O17261,P371,3,5.47
O17261,P212,4,18.36
O17262,P337,7,7.7
O17262,P391,2,1.01
O17263,P124,3,0.58
O17263,P114,7,8.27
O17263,P295,8,5.36
O17263,P162,4,18.81
O17264,P214,4,1.67
O17264,P326,3,13.52
O17264,P271,7,9.52
O17264,P250,7,2.37
O17265,P220,2,8.61
O17265,P128,4,18.97
O17265,P242,2,8.61
O17266,P243,5,2.0
O17266,P370,6,4.79
O17266,P290,6,9.93
O17267,P122,8,11.49
O17267,P317,8,11.56
O17268,P103,2,14.68
O17268,P207,8,14.45
O17268,P388,6,17.79
O17269,P252,8,9.96
O17270,P169,1,16.05
O17270,P355,2,0.33
O17271,P179,6,14.43
O17271,P156,1,2.66
O17271,P276,1,8.05
O17271,P375,4,18.15
O17271,P355,1,19.4
O17272,P349,6,3.61
O17272,P372,1,12.89
O17273,P307,6,7.14
O17273,P354,6,14.32
O17273,P364,6,19.75
O17273,P384,4,7.19
O17273,P305,7,1.18
O17274,P266,3,17.78
O17275,P188,3,12.79
O17275,P288,4,6.99
O17275,P159,7,17.75
O17276,P335,2,1.05
O17276,P153,4,12.51
O17276,P225,8,14.83
O17276,P143,6,18.08
O17276,P382,1,12.2
O17277,P162,1,0.85
O17278,P101,6,6.89
O17278,P274,4,18.62
O17279,P293,3,16.11
O17279,P278,6,13.75
O17279,P297,8,4.87
O17279,P274,1,5.44
O17279,P169,6,17.33
O17280,P278,3,0.83
O17280,P104,1,8.31
O17280,P271,1,8.3
O17280,P165,4,9.24
O17280,P380,1,5.55
O17281,P392,5,18.1
O17281,P181,2,10.7
O17281,P224,5,5.39
O17281,P313,5,3.66
O17282,P178,2,13.62
O17282,P238,4,1.45
O17283,P351,6,0.05
O17284,P388,5,19.51
O17285,P306,5,4.41
O17285,P130,1,15.8
O17285,P274,3,10.6
O17286,P256,5,5.51
O17287,P158,7,0.35
O17287,P176,3,10.18
O17287,P119,8,6.83
O17288,P337,1,10.67
O17288,P218,7,11.17
O17288,P377,8,12.32
O17289,P149,3,6.47
O17289,P316,6,14.24
O17289,P306,6,4.86
O17290,P284,8,19.53
O17290,P343,2,4.63
O17290,P284,6,12.23
O17291,P104,1,7.17
O17291,P122,2,2.63
O17291,P349,3,8.75
O17291,P159,5,1.71
O17291,P319,1,12.64
O17292,P257,3,12.87
O17293,P200,1,7.6
O17293,P342,1,9.83
O17293,P342,2,3.26
O17293,P174,8,6.12
O17293,P126,2,8.43
O17294,P190,7,0.56
O17294,P267,5,0.8
O17295,P295,1,13.49
O17295,P342,4,0.36
O17295,P395,8,11.31
O17296,P308,8,5.31
O17296,P242,2,19.9
O17296,P306,7,13.96
O17297,P260,5,9.83
O17297,P236,8,3.78
O17297,P183,3,5.7
O17298,P324,6,11.08
O17298,P382,6,7.97
O17299,P318,2,12.54
O17299,P183,5,0.7
O17299,P133,5,7.66
O17300,P356,3,17.67
O17301,P344,1,2.82
O17301,P368,7,18.68
O17301,P217,3,6.5
O17301,P331,8,3.85
O17302,P116,1,5.52
O17303,P173,4,5.59
O17303,P384,4,2.22
O17304,P105,3,10.19
O17304,P166,4,13.22
O17304,P284,2,6.52
O17305,P392,4,4.16
O17305,P159,3,1.3
O17306,P139,8,5.11
O17306,P137,4,8.26
O17307,P135,6,18.44
O17308,P305,8,15.88
O17308,P283,7,1.74
O17308,P355,8,15.62
O17308,P318,1,10.86
O17308,P141,6,12.85
O17309,P138,4,12.52
O17309,P222,2,10.82
O17309,P153,7,14.48
O17309,P338,3,0.5
O17309,P207,2,15.43
O17310,P248,8,16.55
O17310,P338,8,3.69
O17310,P190,6,0.55
O17311,P374,2,0.57
O17311,P138,5,4.07
O17311,P368,6,16.87
O17312,P159,7,18.53
O17312,P240,6,4.47
O17312,P346,4,5.56
O17312,P329,7,7.82
O17313,P257,7,13.03
O17314,P292,4,14.04
O17315,P242,4,5.63
O17315,P206,2,7.93
O17316,P248,4,10.72
O17317,P314,8,13.47
O17317,P294,8,12.57
O17317,P260,6,15.54
O17318,P376,7,4.67
O17318,P266,8,11.89
O17318,P221,7,0.86
O17318,P171,3,0.65
O17318,P320,4,7.02
O17319,P392,7,2.14
O17320,P300,5,10.53
O17320,P281,6,13.86
O17320,P222,1,19.08
O17321,P348,7,3.94
O17321,P361,3,4.48
O17321,P141,2,2.65
O17321,P227,3,9.03
O17321,P365,4,18.55
O17322,P343,3,18.66
O17323,P231,3,6.59
O17324,P252,6,12.03
O17324,P248,2,19.75
O17325,P399,6,10.85
O17325,P272,7,4.97
O17326,P368,3,18.3
O17326,P253,8,17.0
O17326,P273,1,19.12
O17327,P246,4,5.42
O17327,P158,4,3.99
O17327,P100,2,9.34
O17327,P164,8,8.55
O17328,P378,3,5.08
O17328,P149,2,9.63
O17329,P171,5,15.8
O17329,P304,3,5.45
O17329,P160,3,14.11
O17329,P123,4,8.74
O17330,P138,6,2.83
O17330,P197,4,15.11
O17330,P374,7,6.37
O17330,P388,2,17.89
O17330,P230,7,19.93
O17331,P324,6,11.96
O17331,P139,6,10.79
O17331,P100,7,13.2
O17332,P324,2,7.58
O17332,P320,6,7.72
O17333,P286,3,16.77
O17333,P390,1,1.9
O17334,P260,4,2.92
O17334,P192,3,18.67
O17334,P355,3,10.61
O17334,P344,5,10.08
O17335,P313,7,3.87
O17335,P308,1,17.92
O17336,P223,8,3.33
O17336,P125,1,17.24
O17336,P129,8,13.1
O17336,P327,3,12.61
O17337,P308,8,16.21
O17337,P210,7,13.92
O17337,P163,4,3.8
O17338,P240,7,15.77
O17338,P348,3,19.61
O17339,P377,7,15.19
O17339,P210,4,4.04
O17339,P246,7,6.99
O17339,P201,6,7.05
O17340,P374,4,8.13
O17340,P142,8,9.01
O17340,P355,6,17.47
O17340,P239,8,4.26
O17340,P100,7,7.24
O17341,P358,2,9.21
O17341,P116,5,3.32
O17341,P247,5,19.39
O17342,P207,7,7.93
O17342,P320,1,9.22
O17342,P229,4,15.76
O17342,P387,4,10.0
O17343,P377,1,12.3
O17343,P225,3,5.65
O17344,P231,3,2.8
O17344,P360,5,10.01
O17344,P227,6,18.26
O17344,P275,8,13.48
O17345,P351,4,9.75
O17345,P343,2,0.02
O17345,P139,6,7.47
O17345,P105,4,2.08
O17345,P218,4,17.26
O17346,P102,1,12.05
O17346,P292,1,9.95
O17346,P100,2,8.36
O17346,P376,4,6.95
O17346,P154,1,2.09
O17347,P114,1,0.86
O17347,P265,6,16.34
O17348,P327,7,10.31
O17348,P170,1,5.39
O17348,P176,3,3.04
O17349,P339,1,15.98
O17350,P145,8,6.52
O17351,P345,2,7.47
O17351,P212,3,17.64
O17351,P218,1,7.86
O17352,P317,6,13.22
O17352,P274,8,6.51
O17353,P277,1,10.78
O17353,P104,3,3.38
O17353,P152,4,11.0
O17354,P388,8,8.66
O17354,P343,6,5.65
O17354,P328,3,16.54
O17354,P337,3,17.73
O17355,P274,4,8.04
O17355,P179,8,5.99
O17355,P254,4,4.83
O17356,P291,1,12.57
O17357,P281,2,13.13
O17358,P184,3,17.1
O17358,P308,1,10.13
O17358,P198,8,18.12
O17358,P126,1,5.33
O17358,P395,3,11.0
O17359,P103,6,9.9
O17359,P373,8,19.15
O17360,P331,7,18.53
O17361,P180,4,18.44
O17361,P287,3,15.02
O17361,P140,3,2.46
O17362,P221,2,13.9
O17362,P279,6,5.43
O17362,P265,3,17.06
O17363,P202,5,7.71
O17363,P193,2,18.49
O17363,P387,5,7.12
O17363,P246,8,8.77
O17363,P363,3,16.44
O17364,P177,4,17.02
O17364,P399,2,18.27
O17365,P142,4,10.82
O17365,P184,3,5.67
O17366,P142,6,13.98
O17366,P186,3,16.86
O17366,P112,2,8.14
O17366,P121,3,17.03
O17367,P178,7,16.43
O17367,P210,7,4.67
O17367,P326,4,1.95
O17367,P368,5,0.3
O17367,P178,6,3.14
O17368,P192,3,7.67
O17368,P110,3,13.53
O17368,P245,3,13.78
O17369,P234,8,10.23
O17369,P284,7,12.88
O17369,P173,7,2.97
O17369,P167,3,18.43
O17369,P220,4,18.53
O17370,P202,4,14.98
O17370,P304,3,4.11
O17371,P358,4,15.17
O17371,P142,1,8.69
O17371,P156,2,0.91
O17371,P224,7,16.48
O17371,P256,6,16.22
O17372,P361,2,19.98
O17372,P248,1,13.75
O17372,P237,3,2.45
O17373,P256,6,8.4
O17373,P237,5,8.95
O17374,P116,6,4.91
O17374,P281,5,5.77
O17374,P290,8,3.29
O17374,P394,2,17.41
O17374,P371,6,4.22
O17375,P363,4,5.64
O17376,P351,3,19.68
O17376,P152,1,0.9
O17377,P182,2,1.52
O17377,P101,2,15.26
O17377,P239,8,0.85
O17377,P325,5,10.18
O17377,P213,3,15.92
O17378,P344,2,6.59
O17378,P204,7,12.79
O17379,P299,2,4.22
O17380,P221,4,18.42
O17380,P208,3,7.38
O17380,P170,6,8.86
O17380,P101,8,16.54
O17380,P118,8,19.53
O17381,P162,3,17.03
O17381,P229,8,8.7
O17381,P359,2,6.15
O17381,P235,7,5.88
O17382,P264,8,13.84
O17382,P140,7,19.99
O17382,P357,7,3.53
O17382,P159,1,11.56
O17382,P333,6,5.69
O17383,P197,3,16.76
O17383,P119,3,1.21
O17383,P317,7,8.79
O17383,P299,2,3.97
O17384,P302,7,14.91
O17384,P376,4,0.29
O17384,P124,8,1.0
O17384,P178,3,11.3
O17385,P148,4,9.47
O17385,P299,5,15.99
O17385,P153,4,13.32
O17386,P309,4,9.91
O17386,P224,4,2.59
O17387,P302,6,4.69
O17387,P228,7,15.98
O17387,P190,4,15.02
O17387,P371,4,11.49
O17388,P371,3,18.47
O17389,P132,6,13.1
O17389,P135,7,2.47
O17390,P207,3,12.65
O17390,P196,4,4.09
O17390,P307,4,14.93
O17390,P221,6,6.48
O17390,P321,8,8.47
O17391,P100,5,19.63
O17391,P239,3,15.3
O17391,P104,2,7.94
O17391,P139,4,13.21
O17392,P383,4,10.45
O17392,P160,6,13.75
O17392,P265,6,19.14
O17393,P270,4,10.07
O17393,P196,2,8.65
O17394,P169,3,13.82
O17394,P327,5,14.18
O17394,P129,6,6.87
O17394,P220,4,6.56
O17394,P396,7,3.36
O17395,P236,3,0.16
O17395,P393,2,0.21
O17395,P140,6,8.77
O17395,P288,8,9.85
O17395,P370,4,2.71
O17396,P204,4,17.56
O17396,P174,5,6.87
O17396,P300,6,19.94
O17397,P285,4,4.22
O17398,P289,4,4.01
O17398,P309,6,1.57
O17398,P347,1,7.07
O17398,P144,8,18.13
O17399,P185,5,2.28
O17399,P369,8,13.32
O17399,P186,2,3.96
O17399,P193,7,17.22
O17399,P223,8,18.94
O17400,P304,4,9.18
O17400,P337,3,0.69
O17400,P366,5,19.04
O17401,P139,8,18.08
O17402,P117,1,6.68
O17402,P312,8,17.23
O17403,P124,1,11.39
O17403,P296,2,3.43
O17403,P291,6,17.1
O17404,P382,1,10.62
O17404,P396,6,17.71
O17404,P117,8,3.01
O17404,P245,7,8.9
O17404,P166,8,19.65
O17405,P207,1,6.29
O17405,P109,3,9.86
O17405,P351,1,1.54
O17405,P217,7,9.01
O17405,P366,5,12.83
O17406,P109,8,1.41
O17406,P309,6,4.93
O17406,P136,3,14.01
O17407,P104,3,19.68
O17407,P319,2,5.65
O17407,P348,2,5.07
O17407,P190,8,5.52
O17407,P278,6,13.43
O17408,P165,1,12.63
O17408,P252,4,18.77
O17408,P136,5,13.53
O17409,P373,6,6.84
O17409,P134,1,16.46
O17409,P149,5,11.77
O17409,P393,3,3.06
O17409,P203,1,17.5
O17410,P141,4,9.23
O17411,P162,1,15.18
O17411,P246,3,15.38
O17411,P102,6,19.84
O17412,P305,5,0.41
O17412,P335,3,17.24
O17412,P332,2,4.8
O17413,P269,4,15.6
O17413,P203,5,13.64
O17413,P207,6,7.62
O17414,P103,5,11.48
O17414,P308,6,10.66
O17415,P156,6,9.17
O17415,P318,6,4.37
O17416,P319,3,8.69
O17416,P343,7,0.38
O17416,P225,8,2.35
O17416,P241,1,12.36
O17417,P278,4,6.22
O17417,P128,1,11.87
O17417,P330,1,17.8
O17417,P220,2,4.05
O17417,P383,3,19.05
O17418,P385,8,9.3
O17418,P363,5,3.95
O17418,P355,3,18.25
O17418,P254,2,5.84
O17418,P381,8,2.6
O17419,P146,3,12.33
O17419,P181,6,3.4
O17419,P331,7,12.93
O17419,P364,5,12.77
O17419,P363,6,4.56
O17420,P218,4,14.43
O17420,P313,3,8.99
O17420,P161,5,4.34
O17420,P329,5,14.77
O17420,P200,8,18.62
O17421,P379,8,13.02
O17421,P250,5,5.54
O17422,P173,3,13.43
O17422,P354,5,2.5
O17422,P271,8,16.66
O17423,P395,2,15.06
O17423,P215,1,16.26
O17423,P222,1,10.57
O17423,P201,1,16.35
O17423,P354,5,7.16
O17424,P358,5,11.52
O17424,P258,1,11.84
O17424,P311,1,2.08
O17424,P317,6,16.84
O17425,P342,6,4.65
O17425,P169,6,12.97
O17425,P361,3,11.19
O17425,P180,7,11.73
O17426,P147,5,3.82
O17426,P171,3,1.41
O17427,P203,8,6.11
O17427,P149,6,1.65
O17427,P302,3,10.58
O17427,P182,6,9.08
O17427,P189,6,16.26
O17428,P227,4,11.96
O17428,P221,5,11.0
O17428,P216,4,17.83
O17428,P166,5,11.63
O17429,P328,3,13.43
O17429,P175,3,10.12
O17429,P352,8,0.5
O17429,P296,3,2.76
O17430,P183,8,4.66
O17430,P335,7,7.08
O17431,P132,5,15.66
O17431,P115,5,9.7
O17431,P359,3,9.22
O17431,P363,5,0.12
O17431,P304,4,0.05
O17432,P179,8,7.62
O17432,P277,5,13.0
O17433,P346,4,0.9
O17433,P226,2,17.24
O17434,P154,2,5.44
O17434,P353,3,13.86
O17434,P193,1,1.47
O17435,P344,3,2.3
O17435,P308,1,16.23
O17435,P387,1,19.73
O17436,P369,3,12.42
O17436,P287,7,15.48
O17436,P269,4,19.99
O17437,P133,6,17.0
O17437,P191,1,7.74
O17437,P298,2,4.06
O17437,P121,4,7.01
O17438,P145,5,3.3
O17438,P187,2,6.98
O17438,P318,2,8.27
O17438,P311,6,4.58
O17439,P289,5,17.84
O17440,P289,6,16.93
O17440,P355,8,4.32
O17440,P239,3,4.56
O17441,P272,6,6.01
O17441,P166,1,1.41
O17441,P337,5,18.84
O17442,P288,8,1.04
O17442,P378,4,17.5
O17443,P137,8,7.25
O17443,P202,1,12.07
O17444,P212,7,8.1
O17444,P158,4,11.33
O17444,P375,8,16.97
O17444,P136,5,12.47
O17444,P120,7,8.01
O17445,P198,1,2.29
O17445,P240,5,12.86
O17446,P248,8,9.3
O17446,P288,5,8.06
O17447,P302,4,16.1
O17448,P223,3,14.64
O17448,P271,3,8.39
O17449,P158,5,2.91
O17449,P272,6,6.46
O17449,P140,8,12.77
O17449,P374,1,13.49
O17450,P141,4,2.27
O17450,P396,4,0.95
O17450,P396,8,15.4
O17450,P234,5,7.99
O17450,P253,4,1.8
O17451,P328,8,19.61
O17452,P163,4,3.71
O17453,P344,6,19.61
O17453,P115,6,14.68
O17453,P380,5,1.12
O17454,P346,8,16.42
O17454,P346,6,6.24
O17454,P214,1,11.91
O17454,P282,2,12.45
O17454,P183,8,5.23
O17455,P145,7,12.18
O17455,P371,6,14.76
O17456,P193,4,7.26
O17456,P269,8,14.56
O17456,P142,2,10.65
O17456,P339,5,15.22
O17457,P397,1,3.0
O17457,P238,7,17.16
O17457,P215,4,7.08
O17457,P262,1,7.66
O17458,P149,8,14.84
O17459,P333,6,3.0
O17459,P183,2,12.25
O17459,P211,5,18.25
O17460,P385,5,12.2
O17460,P230,3,3.43
O17461,P151,4,7.83
O17461,P264,8,3.21
O17461,P133,6,2.83
O17461,P129,7,13.0
O17462,P227,3,4.05
O17462,P295,4,0.74
O17463,P360,6,7.17
O17463,P230,6,16.41
O17463,P227,8,2.4
O17464,P112,6,19.74
O17465,P386,4,18.42
O17465,P199,3,7.21
O17465,P361,3,8.28
O17465,P349,4,2.25
O17465,P102,5,18.55
O17466,P101,8,6.74
O17466,P177,7,6.32
O17466,P146,3,14.12
O17467,P353,8,1.72
O17467,P126,2,19.7
O17468,P193,2,19.53
O17468,P375,3,13.51
O17468,P165,1,1.77
O17468,P148,6,13.53
O17469,P113,4,17.64
O17469,P262,1,8.91
O17470,P395,2,17.86
O17470,P213,7,2.52
O17470,P243,1,18.02
O17470,P208,7,16.9
O17471,P343,6,6.87
O17471,P276,2,3.63
O17471,P321,7,7.45
O17471,P222,7,4.68
O17471,P276,6,5.94
O17472,P216,7,14.55
O17472,P156,5,2.8
O17472,P393,4,18.8
O17473,P100,5,5.99
O17474,P272,6,4.28
O17474,P328,1,3.52
O17474,P282,3,3.25
O17474,P328,8,15.34
O17475,P393,3,16.81
O17475,P162,6,11.29
O17475,P222,8,12.25
O17476,P253,1,11.69
O17476,P221,3,16.28
O17477,P364,6,17.77
O17477,P149,2,12.85
O17478,P123,4,13.24
O17478,P263,2,14.41
O17478,P180,3,15.78
O17478,P129,4,11.73
O17479,P248,4,6.86
O17479,P316,7,11.01
O17480,P290,5,14.19
O17480,P269,5,6.49
O17481,P316,7,3.0
O17481,P263,8,9.21
O17481,P161,8,5.65
O17482,P349,3,18.57
O17482,P209,5,9.42
O17483,P160,8,19.03
O17483,P166,2,6.09
O17483,P273,2,8.98
O17483,P284,3,10.02
O17484,P333,4,6.02
O17484,P170,5,2.45
O17485,P363,8,0.34
O17485,P390,7,0.45
O17485,P165,5,13.66
O17486,P254,4,11.31
O17486,P243,5,2.26
O17486,P322,3,9.8
O17486,P222,5,14.25
O17487,P256,5,13.05
O17487,P324,7,9.65
O17487,P191,8,10.27
O17487,P253,1,7.84
O17488,P164,6,11.25
O17489,P226,5,2.7
O17489,P174,5,15.24
O17489,P357,5,5.4
O17489,P125,1,5.01
O17490,P251,7,15.34
O17490,P280,6,0.1
O17491,P373,6,7.68
O17491,P188,1,9.28
O17492,P379,5,12.94
O17493,P144,2,14.64
O17494,P188,7,11.48
O17494,P126,5,19.24
O17495,P359,8,18.48
O17496,P381,4,2.42
O17496,P216,6,4.91
O17496,P384,3,13.96
O17496,P353,1,3.62
O17496,P108,5,19.19
O17497,P225,6,13.34
O17497,P121,2,11.39
O17498,P282,8,14.04
O17498,P226,5,18.83
O17498,P151,7,16.57
O17499,P346,1,5.07
O17499,P170,4,2.13
O17499,P236,8,6.61
O17500,P297,5,3.72
O17500,P317,1,9.7
O17500,P371,1,13.31
O17501,P249,2,9.21
O17501,P283,1,2.59
O17501,P180,2,15.69
O17502,P362,4,18.66
O17502,P324,2,15.83
O17502,P103,5,6.67
O17503,P112,2,9.45
O17504,P375,1,6.53
O17505,P176,7,5.13
O17505,P214,1,0.72
O17505,P274,2,7.81
O17505,P112,2,7.46
O17505,P139,1,6.6
O17506,P209,7,12.54
O17506,P369,8,12.63
O17507,P354,5,8.28
O17507,P249,5,13.05
O17507,P269,3,13.67
O17507,P185,3,2.51
O17507,P363,6,8.78
O17508,P369,7,4.34
O17508,P263,3,13.71
O17508,P323,6,17.28
O17508,P271,7,15.1
O17509,P384,4,12.7
O17509,P306,7,15.48
O17510,P284,7,17.85
O17511,P366,8,11.75
O17511,P150,1,13.43
O17512,P314,3,8.68
O17513,P366,2,8.6
O17514,P357,7,1.69
O17514,P187,6,9.23
O17514,P127,3,12.95
O17515,P363,2,7.48
O17515,P273,5,4.14
O17515,P310,4,18.04
O17515,P111,2,17.69
O17515,P232,2,14.17
O17516,P241,1,0.74
O17516,P189,1,15.32
O17516,P372,4,15.59
O17516,P388,2,7.41
O17517,P363,7,11.38
O17517,P393,7,3.81
O17517,P279,5,5.89
O17517,P365,1,4.1
O17517,P143,4,19.04
O17518,P174,8,12.76
O17518,P365,3,15.96
O17518,P288,7,3.79
O17518,P160,2,10.49
O17518,P102,2,2.07
O17519,P218,8,14.35
O17519,P151,8,5.43
O17519,P117,2,17.17
O17519,P151,1,10.8
O17520,P102,2,19.54
O17520,P209,7,3.71
O17521,P258,2,19.0
O17521,P244,6,16.34
O17521,P121,7,17.01
O17521,P317,7,1.32
O17522,P377,5,2.32
O17522,P388,3,4.0
O17522,P280,1,11.89
O17523,P324,1,18.12
O17524,P292,5,8.62
O17524,P272,2,11.3
O17524,P134,2,19.42
O17524,P276,1,1.05
O17524,P169,4,18.56
O17525,P164,4,10.19
O17526,P106,1,2.09
O17526,P374,6,18.25
O17526,P201,5,14.46
O17526,P399,2,11.18
O17527,P120,8,17.82
O17527,P147,3,8.29
O17527,P341,7,3.85
O17527,P105,2,2.27
O17528,P390,1,8.91
O17528,P209,6,6.11
O17528,P372,5,14.84
O17528,P357,6,11.9
O17529,P241,4,14.6
O17529,P267,6,13.48
O17530,P182,2,17.76
O17530,P287,6,11.3
O17530,P180,3,12.21
O17531,P144,6,15.0
O17531,P210,1,7.33
O17531,P211,8,18.54
O17531,P399,6,5.66
O17532,P388,7,0.54
O17532,P283,5,14.5
O17533,P233,6,15.58
O17533,P188,7,8.94
O17533,P220,8,8.01
O17534,P105,6,10.82
O17534,P165,5,8.85
O17534,P210,6,3.89
O17534,P296,8,4.02
O17534,P215,8,18.68
O17535,P151,7,15.36
O17535,P126,2,0.73
O17536,P397,6,7.9
O17536,P274,6,15.77
O17536,P267,8,12.67
O17536,P373,2,10.33
O17537,P174,7,2.73
O17538,P187,5,13.5
O17538,P370,5,13.53
O17538,P243,2,0.57
O17538,P348,5,7.78
O17539,P172,1,8.43
O17540,P262,1,19.78
O17540,P188,3,1.51
O17540,P170,8,3.17
O17540,P321,5,5.97
O17540,P190,2,1.51
O17541,P215,8,14.72
O17541,P307,4,19.22
O17541,P291,8,6.25
O17541,P202,1,11.86
O17541,P211,4,16.42
O17542,P140,7,18.17
O17542,P280,3,7.9
O17542,P213,2,4.67
O17543,P150,5,2.27
O17543,P245,2,15.25
O17543,P320,1,5.77
O17543,P330,5,4.01
O17544,P145,5,18.62
O17544,P173,3,9.53
O17544,P264,8,18.94
O17544,P239,4,6.67
O17545,P155,4,10.32
O17545,P131,1,5.48
O17546,P131,3,8.18
O17546,P325,1,16.58
O17547,P210,5,15.96
O17547,P290,1,6.32
O17547,P218,2,11.94
O17547,P239,7,3.33
O17548,P383,3,3.52
O17549,P160,1,1.11
O17549,P104,7,16.28
O17550,P207,7,16.38
O17551,P111,8,17.26
O17551,P353,8,6.34
O17552,P325,1,16.9
O17552,P215,7,17.99
O17552,P256,6,19.25
O17553,P224,7,11.34
O17554,P213,6,20.0
O17554,P243,6,3.64
O17554,P291,6,19.03
O17554,P186,4,9.38
O17555,P123,4,17.57
O17555,P275,4,13.18
O17555,P105,4,6.14
O17556,P268,1,5.34
O17556,P311,6,5.83
O17556,P164,7,3.01
O17556,P242,2,13.34
O17557,P279,8,13.92
O17558,P228,6,8.86
O17558,P398,1,10.18
O17558,P146,2,4.09
O17559,P186,5,3.28
